,번호,발생시각,규모,깊이(km),최대진도,위도,경도,위치
902,173,2016-09-12 19:44:32,5.1,15,,35.77,129.19,경북 경주시 남남서쪽 8.2km 지역
903,172,2016-08-30 00:39:46,2.6,18,,35.55,128.03,경남 합천군 서쪽 13km 지역
904,171,2016-08-28 23:27:20,2.1,7,,35.65,127.48,전북 장수군 서쪽 4km 지역
906,169,2016-08-20 18:54:44,2.9,18,,33.48,127.31,제주 서귀포시 성산 동북동쪽 41km 해역
909,166,2016-08-18 17:08:46,2.1,-,,37.18,125.46,인천 옹진군 연평도 남남서쪽 58km 해역
911,164,2016-08-16 11:57:40,2.4,14,,36.75,128.84,경북 안동시 북북동쪽 22km 지역
912,163,2016-07-30 01:51:57,2.3,13,,33.06,126.33,제주 서귀포시 남서쪽 27km 해역
913,162,2016-07-14 22:31:13,2.8,12,,35.12,130.24,울산 동구 동남동쪽 86km 해역
914,161,2016-07-13 14:13:02,2.0,9,,36.80,128.53,경북 영주시 서쪽 9km 지역
916,159,2016-07-09 04:47:52,2.3,18,,35.48,129.97,울산 동구 동쪽 50km 해역
917,158,2016-07-05 21:24:35,2.6,24,,35.51,129.87,울산 동구 동쪽 41km 해역
918,157,2016-07-05 20:33:03,5.0,19,,35.51,129.99,울산 동구 동쪽 52km 해역
921,154,2016-06-15 02:07:18,2.6,20,,35.87,129.69,경북 포항시 남구 동남동쪽 33km 해역
922,153,2016-06-13 12:33:06,2.7,8,,34.30,124.68,전남 신안군 흑산면 서남서쪽 82km 해역
923,152,2016-06-07 16:06:42,2.3,12,,33.05,126.17,제주 제주시 고산 남쪽 27km 해역
924,151,2016-06-05 10:11:39,2.2,17,,36.00,129.58,경북 포항시 남구 동쪽 20km 해역
925,150,2016-06-03 04:53:38,3.0,10,,36.39,127.92,경북 상주시 서쪽 22km 지역
926,149,2016-05-24 04:52:21,2.3,16,,33.61,125.56,제주 제주시 고산 서북서쪽 66km 해역
928,147,2016-05-03 03:29:09,2.4,-,,37.11,129.02,강원 태백시 남남동쪽 7km 지역
930,145,2016-04-28 10:16:43,2.4,10,,35.42,128.56,경남 창녕군 남남동쪽 15km 지역
931,144,2016-04-27 19:27:00,2.3,15,,35.57,128.34,경남 합천군 동쪽 16km 지역
932,143,2016-04-25 11:42:52,2.3,22,,33.51,125.91,제주 제주시 고산 북서쪽 34km 해역
933,142,2016-04-21 15:55:04,2.7,10,,33.53,125.89,제주 제주시 고산 북서쪽 36km 해역
934,141,2016-04-21 15:53:45,2.7,18,,33.52,125.92,제주 제주시 고산 북서쪽 34km 해역
935,140,2016-04-13 05:28:39,2.1,17,,35.92,127.93,경북 김천시 남남서쪽 28km 지역
936,139,2016-03-28 14:34:21,2.9,13,,35.22,127.96,경남 진주시 서북서쪽 12km 지역
938,137,2016-03-27 14:52:53,2.3,12,,35.33,130.04,울산 동구 동남동쪽 59km 해역
939,136,2016-03-15 03:38:34,2.5,13,,37.60,129.82,강원 삼척시 동북동쪽 60km 해역
940,135,2016-03-15 03:00:19,2.7,16,,36.31,128.21,경북 상주시 남남동쪽 12km 지역
942,133,2016-03-05 11:11:53,3.3,-,,35.61,129.82,울산 동구 동북동쪽 38km 해역
943,132,2016-03-02 14:04:43,2.7,-,,36.35,127.20,충남 공주시 남동쪽 13km 지역
945,130,2016-02-26 18:46:12,2.2,14,,33.23,127.19,제주 서귀포시 성산 동남동쪽 34km 해역
946,129,2016-02-24 23:22:12,2.9,20,,33.52,125.92,제주 제주시 고산 북서쪽 34km 해역
947,128,2016-02-11 05:57:44,3.1,17,,36.21,127.48,충남 금산군 북쪽 12km 지역
948,127,2016-01-31 03:03:02,2.0,28,,36.95,129.92,경북 울진군 동쪽 46 km 해역
949,126,2016-01-25 18:40:20,2.3,20,,36.22,128.69,경북 의성군 남쪽 14km 지역
951,124,2016-01-06 20:39:04,3.0,7,,36.01,128.07,경북 김천시 남쪽 14km 지역
952,123,2015-12-22 04:31:24,3.9,11,,36.02,126.95,전북 익산시 북쪽 8km 지역
953,122,2015-12-11 01:25:17,2.1,14,,36.90,126.58,충남 당진시 서북서쪽 5km 지역
954,121,2015-11-24 14:10:02,2.4,14,,35.69,129.75,울산 동구 북동쪽 36km 해역
955,120,2015-11-24 11:27:52,3.2,13,,35.67,129.82,울산 동구 동북동쪽 41km 해역
956,119,2015-11-13 20:04:33,2.6,18,,35.80,129.42,경북 경주시 동남동쪽 19km 지역
957,118,2015-10-30 15:17:29,2.9,17,,35.74,129.37,경북 경주시 남동쪽 18km 지역
958,117,2015-10-26 23:29:05,2.1,24,,34.09,126.85,전남 완도군 남남동쪽 26km 해역
959,116,2015-10-11 00:55:07,2.1,19,,33.30,127.02,제주 서귀포시 성산 남동쪽 16km 해역
960,115,2015-10-01 14:06:06,2.1,18,,35.78,129.14,경북 경주시 남서쪽 9km 지역
961,114,2015-10-01 09:21:25,2.5,17,,35.78,129.14,경북 경주시 남서쪽 9km 지역
962,113,2015-09-18 10:12:54,2.1,15,,34.70,128.75,경남 통영시 매물도 동북동쪽 17km 해역
963,112,2015-09-03 04:53:40,2.7,19,,33.27,127.04,제주 서귀포시 성산 남동쪽 20km 해역
965,110,2015-08-23 09:19:49,2.5,15,,36.38,129.77,경북 영덕군 동쪽 36km 해역
966,109,2015-08-17 16:56:23,2.5,8,,37.20,125.38,인천 옹진군 연평도 남남서쪽 59km 해역
967,108,2015-08-12 17:09:51,2.2,17,,37.17,127.50,경기 이천시 남남동쪽 13km 지역
968,107,2015-08-03 10:11:24,3.7,20,,33.26,127.06,제주 서귀포시 성산 남동쪽 22km 해역
969,106,2015-08-02 03:22:34,2.1,6,,37.19,128.44,강원 영월군 서북서쪽 2km 지역
970,105,2015-08-01 23:58:50,2.2,22,,35.32,127.45,전남 구례군 북쪽 13km 지역
971,104,2015-07-30 09:39:55,2.2,14,,35.15,127.98,경남 사천시 북서쪽 12km 지역
972,103,2015-07-23 04:02:14,2.6,9,,33.22,127.05,제주 서귀포시 성산 남동쪽 24km 해역
973,102,2015-07-20 01:33:01,2.2,20,,33.26,127.21,제주 서귀포시 성산 동남동쪽 34km 해역
974,101,2015-07-18 21:15:56,2.3,7,,36.07,128.08,경북 김천시 남남서쪽 7km 지역
975,100,2015-07-14 14:34:35,2.8,6,,33.24,127.01,제주 서귀포시 성산 남동쪽 20km 해역
976,99,2015-07-08 11:01:46,2.0,16,,37.63,125.86,인천 옹진군 연평도 동남동쪽 14km 해역
977,98,2015-07-04 08:49:09,2.1,15,,36.32,128.18,경북 상주시 남쪽 10km 지역
978,97,2015-06-22 12:44:46,2.4,7,,36.35,127.24,충남 공주시 남동쪽 15km 지역
979,96,2015-06-22 12:02:28,2.6,7,,35.85,125.00,충남 태안군 서격렬비도 남남서쪽 96km 해역
981,94,2015-06-07 20:54:01,2.1,13,,33.79,126.16,제주 제주시 북서쪽 48km 해역
982,93,2015-06-02 01:01:28,2.0,17,,36.76,129.98,경북 울진군 동남동쪽 57km 해역
983,92,2015-04-24 10:14:42,2.3,20,,35.88,129.69,경북 포항시 남구 동남동쪽 33km 해역
984,91,2015-04-21 02:05:40,2.1,12,,35.88,129.75,경북 포항시 남구 동남동쪽 38km 해역
985,90,2015-04-15 04:10:00,2.9,15,,35.14,129.93,울산 동구 남동쪽 61km 해역
986,89,2015-04-13 18:02:02,3.3,10,,37.18,125.47,인천 옹진군 연평도 남남서쪽 58km 해역
987,88,2015-03-19 16:20:18,2.7,21,,36.43,127.65,충북 옥천군 북북동쪽 16km 지역
988,87,2015-03-19 12:54:18,2.2,10,,34.16,128.37,경남 통영시 욕지도 남남동쪽 54km 해역
989,86,2015-03-10 13:10:34,2.7,5,,37.36,125.15,인천 옹진군 연평도 남서쪽 59km 해역
990,85,2015-02-23 04:54:14,2.7,23,,32.96,126.25,제주 제주시 고산 남남동쪽 38km 해역
991,84,2015-02-19 14:25:28,2.1,9,,36.09,125.05,충남 태안군 서격렬비도 남서쪽 71km 해역
992,83,2015-02-03 19:54:53,2.1,17,,33.61,127.57,전남 여수시 거문도 남남동쪽 52km 해역
993,82,2015-01-31 05:10:04,2.2,16,,36.60,129.45,경북 영덕군 북북동쪽 22km 해역
994,81,2015-01-08 20:15:18,3.5,16,,37.51,125.63,인천 옹진군 연평도 남남서쪽 18km 해역
996,79,2014-12-30 15:36:36,2.6,-,,35.21,124.79,전남 신안군 흑산면 북서쪽 88km 해역
997,78,2014-12-24 20:33:19,2.1,6,,35.89,127.33,전북 완주군 동쪽 15km 지역
999,76,2014-12-08 05:28:57,3.3,23,,34.75,127.17,전남 보성군 동남동쪽 8km 지역
1001,74,2014-11-06 14:48:49,2.3,18,,33.34,125.89,제주 제주시 고산 서북서쪽 26km 해역
1002,73,2014-11-06 04:25:16,2.5,-,,37.23,126.44,인천 옹진군 남남서쪽 30km 해역
1004,71,2014-10-21 06:33:22,2.3,20,,35.21,129.49,부산 기장군 동쪽 24km 해역
1005,70,2014-10-20 21:15:29,2.2,-,,33.68,125.88,제주 제주시 고산 북북서쪽 50km 해역
1006,69,2014-10-19 19:57:17,2.6,-,,36.44,128.19,경북 상주시 북동쪽 4km 지역
1007,68,2014-10-11 22:11:30,2.3,16,,37.73,129.43,강원 동해시 북동쪽 36km 해역
1008,67,2014-10-07 01:57:17,2.9,-,,33.30,125.96,제주 제주시 고산 서쪽 19km 해역
1009,66,2014-10-01 16:34:10,2.2,11,,36.67,125.45,충남 태안군 서격렬비도 북서쪽 11km 해역
1010,65,2014-09-28 21:32:44,3.2,8,,37.24,126.44,인천 옹진군 남서쪽 30km 지역
1011,64,2014-09-25 02:26:42,3.8,14,,35.07,129.94,울산 동구 남동쪽 67km 해역
1012,63,2014-09-23 15:27:58,3.5,14,,35.80,129.41,경북 경주시 동남동쪽 18km 지역
1013,62,2014-09-09 00:24:00,2.2,11,,35.68,129.38,경북 경주시 남동쪽 23km 지역
1014,61,2014-08-21 22:30:43,2.7,21,,33.87,127.83,전남 여수시 거문도 동남동쪽 51km 해역
1015,60,2014-08-18 05:13:55,2.1,7,,36.57,125.64,충남 태안군서격렬비도 동남동쪽 10km 해역
1016,59,2014-08-16 00:51:42,2.1,12,,33.59,126.58,제주 제주시 북북동쪽 11km 해역
1019,56,2014-08-02 01:32:27,2.2,14,,37.40,127.20,경기 광주시 서남서쪽 5km 지역
1020,55,2014-07-04 06:27:26,2.2,13,,34.51,125.41,전남 신안군 흑산면 남남서쪽 17km 해역
1021,54,2014-07-04 04:13:15,2.9,13,,35.66,129.78,울산 동구 동북동쪽 37km 해역
1022,53,2014-07-04 00:11:51,2.5,-,,35.65,129.81,울산 동구 동북동쪽 39km 해역
1023,52,2014-07-03 22:04:37,2.6,-,,35.66,129.82,울산 동구 동북동쪽 40km 해역
1024,51,2014-07-03 21:57:11,3.5,16,,35.66,129.76,울산 동구 동북동쪽 35km 해역
1026,49,2014-06-18 09:59:21,2.1,10,,35.91,128.66,대구 동구 북쪽 4km 지역
1027,48,2014-06-08 04:05:31,2.6,19,,33.52,125.96,제주 제주시 고산 북서쪽 31km 해역
1028,47,2014-06-05 13:29:11,2.3,19,,35.97,128.62,대구 동구 북쪽 10km 지역
1029,46,2014-05-15 08:46:51,3.4,18,,33.00,126.21,제주 제주시 고산 남쪽 33km 해역
1030,45,2014-04-25 12:14:39,2.9,8,,35.97,128.04,경북 김천시 남남서쪽 19km 지역
1031,44,2014-04-13 14:02:02,2.9,-,,36.93,124.52,충남 태안군 서격렬비도 서북서쪽 97km 해역
1032,43,2014-04-12 01:44:49,2.6,14,,33.52,126.90,제주 제주시 동쪽 34km 지역
1033,42,2014-04-08 06:19:14,2.7,9,,36.96,124.44,충남 태안군 서격렬비도 서북서쪽 105km 해역
1034,41,2014-04-01 09:25:12,2.3,7,,36.95,124.50,충남 태안군 서격렬비도 서북서쪽 100km 해역
1035,40,2014-04-01 04:48:35,5.1,8,,36.95,124.50,충남 태안군 서격렬비도 서북서쪽 100km 해역
1036,39,2014-03-28 10:40:45,3.0,19,,36.47,127.93,경북 상주시 서북서쪽 22km 지역
1038,37,2014-03-11 11:39:43,2.7,12,,35.86,128.47,대구 달성군 서북서쪽 9km 지역
1041,34,2014-02-21 21:17:21,2.7,6,,35.05,127.75,전남 광양시 북북동쪽 13km 지역
1043,32,2014-01-29 06:08:44,2.2,11,,36.23,128.80,경북 의성군 남동쪽 16km 지역
1044,31,2013-12-19 12:38:25,2.9,,,38.11,127.11,경기 연천군 동북동쪽 3km 지역
1045,30,2013-12-13 11:40:10,2.5,,,36.10,129.04,경북 영천시 북북동쪽 17km 지역
1046,29,2013-12-08 16:38:25,2.8,,,33.44,125.09,제주 제주시 고산 서쪽 101km 해역
1048,27,2013-12-03 21:00:39,2.5,,,35.64,128.72,경북 청도군 서남서쪽 2km 지역
1050,25,2013-11-26 02:26:02,2.1,,,37.12,128.11,충북 제천시 서남서쪽 10km 지역
1051,24,2013-11-22 23:29:17,2.1,,,36.99,126.40,충남 서산시 북북서쪽 24km 지역
1054,21,2013-11-10 16:28:54,2.0,,,37.66,124.67,인천 백령도 남쪽 33km 해역
1055,20,2013-11-08 21:02:41,3.0,,,36.24,126.36,충남 보령시 서남서쪽 25km 해역
1056,19,2013-11-08 19:14:44,2.6,,,36.23,126.36,충남 보령시 서남서쪽 25km 해역
1057,18,2013-10-26 06:47:39,2.7,,,37.96,124.61,인천 백령도 서쪽 6km 해역
1058,17,2013-10-19 00:16:27,2.0,,,35.96,128.06,경북 김천시 남쪽 20km 지역
1059,16,2013-10-11 16:06:25,3.6,,,36.46,129.61,경북 영덕군 동북동쪽 22km 해역
1060,15,2013-10-10 13:08:11,2.6,,,35.36,128.23,경남 의령군 북서쪽 5km 지역
1061,14,2013-09-15 13:16:36,2.3,,,36.55,129.23,경북 영양군 남동쪽 16km 지역
1062,13,2013-09-14 17:33:35,2.2,,,36.20,126.16,충남 보령시 서남서쪽 43km 해역
1063,12,2013-09-11 13:00:31,4.0,,,33.56,125.39,전남 신안군 가거도 남남동쪽 60km 해역
1064,11,2013-08-29 08:35:23,2.5,,,38.19,129.30,강원 강릉시 북동쪽 60km 해역
1065,10,2013-08-13 00:36:47,3.0,,,36.91,129.44,경북 울진군 남남동쪽 10km 해역
1066,9,2013-08-13 00:01:30,2.1,,,36.92,129.44,경북 울진군 남남동쪽 8km 해역
1067,8,2013-08-12 04:39:34,2.3,,,35.66,129.77,울산 동구 동북동쪽 36km 해역
1068,7,2013-08-12 04:33:48,3.1,,,35.66,129.75,울산 동구 동북동쪽 35km 해역
1070,5,2013-08-10 12:43:18,2.6,,,35.90,129.75,경북 포항시 남구 동남동쪽 37km 해역
1071,4,2013-08-07 21:08:46,2.0,,,36.19,126.08,충남 보령시 서남서쪽 51km 해역
1072,3,2013-08-04 19:58:28,2.3,,,36.20,126.16,충남 보령시 서남서쪽 43km 해역
1073,2,2013-08-01 17:22:37,3.1,,,36.19,126.17,충남 보령시 서남서쪽 43km 해역
1074,1,2013-08-01 00:57:45,2.8,,,36.23,126.22,충남 보령시 서남서쪽 37km 해역
