usim	manufacturer	latitude	longitude	address	facility_type	floor	notice
01227702919 (2216)	엔티모아	37.246	128.43	강원 영월군 북면 문곡리 산 25	SKT1	[지상] 1/1층	컨테이너 기지국
01231321894 (2217)	엔티모아	37.49	128.046	강원 횡성군 우천면 용둔리 797-3	SKT2	[지상] 1/1층	출입구 우측 설치
01231300148 (2218)	우리넷	36.997	127.652	충북 음성군 생극면 오생리 산 41	SKT1	[지상] 1/1층	
01231322618 (2219)	엔티모아	37.675	128.174	강원 홍천군 서석면 청량리 982-4	SKT1	[지상] 1/1층	입구왼쪽 벽면(청량4 기지국)
01231300251 (2220)	우리넷	36.942	128.146	충북 제천시 수산면 오티리 산 62	SKT1	[지상] 1/1층	컨테이너 하론 소화기 앞
01231322512 (2221)	엔티모아	37.824	128.467	강원 홍천군 내면 광원리 산 229-26	SKT1	[지상] 1/1층	컨테이너 안 배터리 옆
01231322557 (2222)	엔티모아	38.253	128.209	강원 인제군 서화면 서화리 1119-17	SKT1	[지상] 1/1층	출입문 정면 통신접지단자 밑
01231322226 (2223)	엔티모아	38.21	128.207	강원 인제군 서화면 서흥리 산11-1	SKT1	[지상] 1/1층	출입문 좌측 콘센트
01231322520 (2224)	엔티모아	37.963	128.293	강원 인제군 기린면 서리 441-3	SKT1	[지상] 1/1층	출입문 좌측 콘센트
01231300142 (2225)	우리넷	37.182	128.119	충북 제천시 봉양읍 명암리 652-3	SKT1	[지상] 1/1층	학산기지국 벽면
01231322552 (2226)	엔티모아	37.509	128.103	강원 횡성군 우천면 정금리 942-2	SKT1	[지상] 1/1층	축전지쪽 콘센트 설치
01231322581 (2227)	엔티모아	37.56	128.11	강원 횡성군 갑천면 매일리 627-5	SKT1	[지상] 1/1층	RIU렉 오른쪽 설치
01231322752 (2228)	엔티모아	37.829	128.415	강원 홍천군 내면 광원리 1470-7	SKT2	[지상] 1/1층	컨테이너 안 화론소화기 옆
01231300238 (2229)	우리넷	36.971	128.224	충북 제천시 수산면 하천리 155	SKT2	[지상] 1/1층	컨테이너 정류기 앞
01231322687 (2230)	엔티모아	37.823	128.268	강원 홍천군 내면 방내리 1146-2	SKT1	[지상] 1/1층	컨테이너 안 왼쪽 벽
01231322530 (2231)	엔티모아	37.517	128.393	강원 평창군 대화면 개수리 294-2	SKT1	[지상] 1/1층	출입구 바로벽면
01231322615 (2232)	엔티모아	37.831	128.423	강원 홍천군 내면 광원리 산 508-3	SKT2	[지상] 1/1층	컨테이너 안 메인분전반 옆
01231321954 (2233)	엔티모아	36.001	126.784	전북 군산시 성산면 도암리 608-9	SKT1	[지상] 5/5층	ST-1
01231321990 (2235)	엔티모아	35.113	126.897	광주 남구 진월동 505-4	SKT1	[지상] 1/4층	ST-3
01231321553 (2236)	엔티모아	37.577	128.421	강원도 평창군 평창대로 1908	SKT1	[지상] 1/1층	ST-4
01231322070 (2239)	엔티모아	37.539	126.856	서울 강서구 화곡동 476-42	SKT1	[지상] 2/4층	ST-7
01231321768 (2240)	엔티모아	35.865	128.72	대구 동구 동호동 361	SKT2	[지상] 3/5층	ST-8
01231322163 (2241)	엔티모아	36.638	127.492	충북 청주시 상당구 수동 180	SKT1	[지상] 1/3층	ST-9
01231322117 (2242)	엔티모아	36.826	127.406	충청북도 진천군 진천읍 금사로 359	SKT1	[지상] 1/1층	ST-10
01231321739 (2243)	엔티모아	37.614	127.028	서울 강북구 미아동 468-10	SKT1	[지상] 1/5층	ST-11
01231321762 (2244)	엔티모아	37.955	127.315	경기 포천시 일동면 기산리 87	SKT1	[지상] 1/4층	ST-12
01231321578 (2245)	엔티모아	37.896	127.198	경기도 포천시 신읍길 40	SKT1	[지상] 1/1층	ST-13
01231321973 (2246)	엔티모아	37.638	127.014	서울 강북구 수유동 409-6	SKT1	[지상] 2/4층	ST-14
01231321982 (2247)	엔티모아	35.215	126.875	광주 북구 용두동 1090	SKT1	[지상] 1/4층	ST-15
01231322172 (2248)	엔티모아	37.321	127.076	경기 용인시 수지구 신봉동 28-1	해양경찰청	[지상] 1/5층	ST-16
01231322173 (2249)	엔티모아	37.488	126.703	인천 부평구 산곡동 310-38	우정사업본부	[지상] 1/5층	ST-17
01231322211 (2251)	엔티모아	37.102	129.005	강원도 태백시 보드미길 26	SKT1	[지상] 1/1층	ST-19
01231322203 (2252)	엔티모아	35.191	129.122	부산 해운대구 재송동 1024-1	SKT1	[지상] 1/5층	ST-20
01231321921 (2254)	엔티모아	35.821	127.116	전북 전주시 완산구 중화산동2가 752-4	SKT1	[지상] 1/4층	ST-22
01231322019 (2256)	엔티모아	35.832	128.626	대구 수성구 지산동 1043	SKT1	[지상] 1/2층	ST-24
01231321863 (2257)	엔티모아	35.173	126.911	광주 북구 용봉동 300	SKT2	[지상] 1/4층	ST-25
01231321941 (2259)	엔티모아	35.194	126.837	광주 광산구 신창동 1259	SKT1	[지상] 4/5층	ST-27
01231321505 (2260)	엔티모아	36.479	127.078	충남 공주시 우성면 상서리 710-3	SKT1	[지상] 1/1층	ST-28
01231321719 (2261)	엔티모아	35.18	126.87	광주 북구 운암동 1020	SKT1	[지상] 2/3층	ST-29
01231321813 (2262)	엔티모아	35.976	126.734	전북 군산시 조촌동 461	SKT1	[지상] 1/4층	ST-30
01231321984 (2263)	엔티모아	34.915	126.429	전남 무안군 청계면 도림리 542	SKT1	[지상] 1/2층	ST-31
01231300555 (2265)	우리넷	36.618	127.38	충북 청주시 흥덕구 석소동 산 12-1	SKT1	[지상] 1/1층	우측벽 축전지 위
01231300568 (2266)	우리넷	36.672	127.377	충북 청주시 흥덕구 옥산면 가락리 산 60	SKT1	[지상] 1/1층	출입문 우측
01231300498 (2267)	우리넷	36.593	127.352	충북 청주시 흥덕구 강내면 태성리 99-4	SKT1	[지상] 1/1층	출입문 좌측
01231300236 (2268)	우리넷	36.574	127.371	충북 청주시 흥덕구 강내면 궁현리 산 41	SKT1	[지상] 1/1층	접지 단자반옆
01231300593 (2269)	우리넷	36.763	127.477	충북 청주시 청원구 오창읍 화산리 산33	SKT1	[지상] 1/1층	콘테이너 책상 옆
01231300563 (2270)	우리넷	36.704	127.438	충북 청주시 청원구 오창읍 신평리 655-5	SKT1	[지상] 1/1층	중신리X 콘테이너 축전지 옆
01231300195 (2271)	우리넷	36.79	127.508	충북 진천군 초평면 은암리 474-2	SKT1	[지상] 1/1층	초평X 콘테이너 입구 좌측
01231300552 (2272)	우리넷	36.86	127.641	충북 음성군 원남면 문암리 산93-1	SKT1	[지상] 1/1층	보천X 콘테이너 내부 AC분전반 옆
01231300565 (2273)	우리넷	36.775	127.627	충북 괴산군 청안면 금신리 산24	SKT2	[지상] 1/1층	청안X 콘테이너 내부 하론 옆측
01227587751 (2275)	우리넷	37.715	127.179	경기 남양주시 진접읍 장현리 659	SKT1	[지상] 3/5층	기지국 오른쪽 문 안 벽면
01231315851 (2276)	엔티모아	37.566	126.985	서울 중구 을지로2가 11	SKT1	[지상] 2/28층	
01231307929 (2280)	엔티모아	35.878	127.191	완주군 용진읍 상삼리 산 107-19	SKT1	[지상] 1/1층	출입문 하론 옆
01227587814 (2281)	우리넷	36.901	128.239	충북 제천시 수산면 대전리 산 6	SKT1	[지상] 1/1층	컨테이너 정류기 앞
01227588057 (2284)	우리넷	34.944	127.501	전남 순천시 조곡동 159-1	SKT1	[지상] 5/6층	출입문 오른쪽 변면
01231322734 (2285)	엔티모아	37.847	128.513	강원 홍천군 내면 명개리 산 32	SKT1	[지상] 1/1층	정면 벽콘센트
01231300030 (2287)	우리넷	34.955	127.518	전남 순천시 조례동 1715-8	SKT1	[지상] 3/6층	콘크리트 벽면 콘센트(환풍기 아래)
01231300045 (2289)	우리넷	35.211	126.841	광주 광산구 월계동 831-7	SKT1	[지상] 2/5층	냉방기 1호기 3m 앞 벽면
01231300197 (2290)	우리넷	36.932	127.592	충북 음성군 음성읍 동음리 산127-24	SKT1	[지상] 1/1층	
01231322813 (2298)	엔티모아	37.49	128.018	강원 횡성군 횡성읍 조곡리 98	SKT1	[지상] 1/1층	
01231321899 (2299)	엔티모아	35.164	129.05	신천대로258	SKT2	[지상] 14/14층	출입문 옆 기둥
01231307665 (2300)	엔티모아	35.164	129.05	부산 부산진구 부암동 52-6	SKT1	[지상] 13/14층	
01231307499 (2301)	엔티모아	35.164	129.05	부산 부산진구 부암동 52-6	SKT1	[지상] 12/14층	
01231307378 (2302)	엔티모아	35.164	129.05	부산 부산진구 부암동 52-6	SKT1	[지상] 11/14층	
01231307133 (2303)	엔티모아	35.164	129.05	신천대로258	SKT1	[지상] 10/14층	
01231321714 (2304)	엔티모아	35.164	129.05	신천대로258	SKT1	[지상] 9/14층	
01231307599 (2305)	엔티모아	35.164	129.05	신천대로258	SKT2	[지상] 8/14층	
01231307494 (2306)	엔티모아	35.164	129.05	신천대로258	SKT1	[지상] 7/14층	
01231307643 (2307)	엔티모아	35.164	129.05	신천대로258	SKT1	[지상] 6/14층	
01231307595 (2308)	엔티모아	35.164	129.05	부산 부산진구 부암동 52-6	SKT1	[지상] 5/14층	
01231307129 (2309)	엔티모아	35.164	129.05	신천대로258	SKT1	[지상] 4/14층	
01231307622 (2310)	엔티모아	35.165	129.05	부산 부산진구 부암동 52-6	SKT1	[지상] 3/14층	
